osm_id,from_id,to_id,distance_m,fclass,oneway,maxspeed
29072341,624,625,2206.77,trunk,0,80
29323203,667,645,229.09,primary,0,50
29323211,673,669,127.16,secondary,0,10
29410743,695,696,93.04,primary,0,30
29410777,721,722,284.96,secondary,0,30
29474953,747,748,436.44,tertiary,0,20
30019149,758,759,1039.79,primary,0,40
30019181,760,761,152.72,primary,0,40
30019214,764,765,458.04,service,0,30
30425863,777,778,705.02,primary,0,50
30426040,781,782,43.28,trunk,0,60
30426048,783,784,9976.17,trunk,0,80
30426467,787,788,315.25,trunk,0,80
30426471,789,790,290.15,trunk,0,80
30426504,795,796,178.59,trunk_link,0,80
30426690,797,798,438.9,trunk,0,80
30432786,799,800,113.18,secondary,0,40
31524547,818,819,2703.19,secondary,0,60
31524556,817,820,5064.15,secondary,0,80
31668142,865,866,5661.43,secondary,0,60
33027283,190,928,820.95,primary,0,50
33031559,929,930,828.78,secondary,0,50
33034762,933,934,674.94,secondary,0,50
35116105,970,971,110.85,motorway_link,0,80
35116164,972,973,190.04,trunk_link,0,80
35116165,974,975,140.44,motorway_link,0,80
35116181,976,977,116.91,trunk,0,80
35116183,978,974,41.14,trunk,0,80
35116184,979,980,1.38,trunk,0,80
35173860,972,1196,171.61,motorway,0,80
35176998,1199,1200,619.48,primary,0,40
35209434,1212,1213,159.66,secondary,0,20
35210016,1214,1215,74.72,secondary,0,30
35210021,1218,1219,114.68,secondary,0,40
35308805,1339,1340,426.19,primary,0,30
35308806,1341,1342,125.19,primary,0,80
35318976,1352,1353,72.26,residential,0,20
35589778,1464,1465,8461.41,trunk,0,80
35590005,1466,1467,4914.45,trunk,0,80
35590007,1468,1469,56.52,trunk,0,80
35590009,1470,1471,4873.88,trunk,0,80
35590011,1472,1473,4392.76,trunk,0,80
35590012,1474,1472,3479.03,trunk,0,80
35590014,1475,1476,8309.7,trunk,0,80
35590018,1477,1478,5291.28,trunk,0,80
35592117,1479,1480,43.59,trunk,0,80
35595489,1481,1482,48.13,trunk,0,80
35595490,1483,1484,5288.48,trunk,0,80
35595492,1485,1486,4818.29,trunk,0,80
35595493,1487,1488,7169.27,trunk,0,80
35595495,1489,1487,53.64,trunk,0,80
35595496,1490,1489,5964.36,trunk,0,80
35595501,1491,1492,1055.0,trunk,0,80
35595505,1493,1494,60.61,trunk,0,80
35748491,1499,1500,276.57,primary,0,80
37782404,1559,1560,124.53,residential,0,20
39293708,385,392,147.41,tertiary,0,35
39451124,1699,1700,494.6,tertiary,0,80
39451125,1701,1702,200.51,primary,0,80
39451657,1705,1706,13.27,trunk,0,80
40695299,1734,1735,9730.98,tertiary,0,30
40699730,1753,1754,1128.48,trunk,0,80
40723057,1762,1763,251.42,trunk,0,80
40723061,1764,1762,161.35,trunk,0,80
40723091,1767,1768,345.84,trunk,0,80
40723426,1771,1772,6842.77,trunk,0,60
40723499,1775,1776,179.72,trunk,0,80
40723500,1777,1778,1802.63,trunk,0,80
40729480,1785,1786,109.13,trunk,0,80
40729481,1787,1788,7997.09,trunk,0,80
40732280,1797,1798,696.63,trunk,0,80
40740657,1809,1810,2432.27,trunk,0,80
40790279,1824,1825,595.25,trunk,0,80
40790280,1826,1827,412.94,trunk,0,80
40790282,1828,1829,907.46,trunk,0,80
40790283,1827,1830,788.18,trunk,0,80
40790284,1831,1824,158.45,trunk,0,80
40858149,1832,1833,345.47,trunk,0,80
40858199,1834,1835,97.53,trunk,0,80
40858200,1836,1837,166.68,trunk,0,80
40858201,1838,1839,621.81,trunk,0,80
40858203,1840,1836,97.52,trunk,0,80
40858908,1846,1847,1924.0,trunk,0,80
40858970,1848,1849,36.37,trunk,0,80
40858974,1850,1848,33.78,trunk,0,80
40859198,1855,1856,36.51,trunk,0,80
40859200,1857,1858,34.23,trunk,0,80
40859205,1859,1860,558.31,trunk,0,80
40859222,1861,1862,497.31,trunk,0,80
40859224,1863,1864,55.15,trunk,0,80
40859249,1865,1866,56.71,trunk,0,80
40859256,1867,1868,137.2,trunk,0,80
40860156,1869,1870,304.8,trunk,0,80
40860774,1882,1883,254.23,primary,0,35
40862032,1893,1894,30.49,primary,0,60
40863251,1895,1896,58.83,trunk,0,80
40864540,1897,1898,1815.1,trunk,0,80
40864561,1901,1902,414.72,trunk,0,80
40864564,1903,1904,2167.01,trunk,0,80
40864567,1905,1906,1577.67,trunk,0,80
40864570,1768,1907,48.49,trunk,0,80
40865137,1912,1828,189.88,trunk,0,60
40865138,1913,1914,200.54,trunk,0,80
40865140,1915,1916,921.2,trunk,0,80
40865141,1917,1918,1334.51,trunk,0,80
40865143,1921,1919,240.96,trunk,0,80
40865144,1922,1923,366.03,trunk,0,80
40865145,1924,1925,3409.83,trunk,0,80
40865205,1926,1927,293.41,unclassified,0,60
40881098,1932,1933,66.77,trunk,0,80
40881419,492,1936,523.73,trunk,0,80
40882009,1951,1952,9992.86,trunk,0,80
40882101,1957,1958,7997.48,trunk,0,80
40882102,1959,1960,46.2,trunk,0,80
40917327,1971,1972,1899.13,trunk,0,80
40917332,1973,1971,621.09,trunk,0,80
40917363,1974,1975,1361.46,primary,0,60
40953724,2000,2001,549.91,trunk,0,80
40955726,2002,2003,3253.47,trunk,0,80
40968518,2112,2113,77.66,trunk,0,80
40968740,2116,2117,151.46,trunk,0,80
42759349,2126,2127,2333.46,tertiary,0,50
42782615,2136,2137,2449.47,secondary,0,60
42794730,2138,2139,6792.73,secondary,0,60
42884442,2140,2141,1740.1,trunk,0,80
42910045,2188,2189,152.83,residential,0,40
42910046,2190,2191,194.02,residential,0,30
42958203,2218,2219,1506.28,secondary,0,40
42958205,2220,2221,3510.45,secondary,0,60
43068315,2251,2252,7925.39,secondary,0,70
44073193,2384,2385,245.7,secondary,0,35
44075693,2482,2483,250.27,tertiary,0,10
44075694,2484,2485,113.57,residential,0,10
44075778,2604,2605,602.39,residential,0,10
44077560,2687,2207,86.13,residential,0,30
44218661,2965,2966,69.57,tertiary,0,20
44218672,2971,2972,512.58,secondary,0,30
44330848,3007,3008,443.34,trunk,0,30
44330850,3009,3010,144.83,residential,0,20
44348728,3162,3163,179.93,secondary,0,30
44393087,3223,3224,60.16,secondary,0,50
44393088,3224,3225,294.15,secondary,0,50
44393092,3226,3227,30.66,secondary,0,60
44393095,3227,3228,3704.94,secondary,0,60
44393101,3229,3230,111.71,secondary,0,50
44393102,3231,3232,1274.17,secondary,0,60
44487237,3341,3342,62.86,secondary,0,20
44487248,3360,3361,84.37,secondary,0,10
44850364,4069,4070,222.28,primary,0,40
45026552,4238,4239,28.42,trunk,0,80
45026554,4240,4241,30.64,trunk,0,80
45026555,4241,4242,181.87,trunk,0,80
45292645,4614,4615,531.8,secondary,0,40
45414927,4971,4972,329.22,residential,0,40
45520045,5382,5383,85.01,service,0,60
46146732,5804,5805,502.17,unclassified,0,50
46146736,5805,5808,2429.18,unclassified,0,50
46146755,5809,5810,4798.97,unclassified,0,30
46146889,5811,5812,1943.11,primary,0,60
46146894,5813,5814,5283.2,trunk,0,80
46148775,5874,5875,44.08,secondary,0,60
46173393,5895,5896,1359.71,unclassified,0,50
46177852,5956,5957,707.37,primary,0,35
46579686,5959,5960,434.93,tertiary,0,30
46594709,5964,5965,512.14,trunk,0,60
46762134,5977,5978,910.84,trunk,0,80
46774242,6027,6028,1483.54,trunk,0,40
46832251,6111,6112,149.56,primary,0,35
46835079,6027,6141,40.9,trunk,0,40
46835080,6141,6142,3167.72,trunk,0,80
46836137,6152,5977,915.42,trunk,0,80
46843054,6178,6179,69.24,tertiary,0,20
46843055,6180,6181,461.21,tertiary,0,20
46843063,6185,6186,574.39,secondary,0,50
46843078,6191,6192,636.91,secondary,0,50
46845052,6201,6202,319.91,secondary,0,50
46853762,6209,5977,136.55,trunk,0,60
46860941,6223,6224,58.86,trunk,0,80
46861359,6227,6228,269.01,trunk,0,40
46861364,6229,6230,524.5,trunk,0,80
47124886,6302,6303,28.61,trunk,0,80
47126501,6307,6308,590.57,trunk,0,80
47126502,6309,6304,63.27,trunk,0,80
47127564,6310,1954,2224.62,trunk,0,40
47127565,6311,6312,180.78,trunk,0,40
47127566,6313,6310,647.11,trunk,0,40
47353716,6392,6393,101.29,secondary,0,35
47353731,6394,6395,146.52,trunk,0,80
47459163,6142,6440,37.03,trunk,0,80
47519247,6573,6574,1033.0,tertiary,0,50
47519541,6579,6580,818.32,secondary,0,50
47521673,6624,6625,769.18,secondary,0,50
47951394,6683,6684,33.64,trunk,0,80
47951396,6684,6209,7998.78,trunk,0,80
47951399,6685,6683,945.76,trunk,0,80
47951795,6686,6687,8.81,trunk_link,0,80
47951796,6688,6689,9.29,trunk_link,0,80
48593830,6795,6796,244.52,primary,0,35
48608980,6821,6822,524.1,trunk,0,80
48999791,6912,6913,344.05,residential,0,30
49369802,6958,6959,294.27,tertiary,0,50
49380869,7004,7005,452.56,secondary,0,50
49380906,7010,7011,831.82,tertiary,0,50
49380907,7012,7013,480.25,tertiary,0,50
49381264,7021,7022,430.8,tertiary,0,50
49394183,7050,7051,593.69,tertiary,0,50
49394184,7052,7053,167.99,tertiary,0,20
49394317,7056,7057,401.17,residential,0,20
49394395,7064,7065,96.34,trunk,0,80
49394425,7070,7071,35.76,trunk,0,80
49394446,7072,7073,1063.4,secondary,0,40
49394580,7067,7089,103.55,trunk,0,80
49808772,7101,7102,131.06,unclassified,0,50
49808773,7103,7104,85.04,unclassified,0,50
49809507,1956,7115,172.2,trunk,0,60
49809508,7115,7116,9440.55,trunk,0,80
49824813,7119,7120,820.13,trunk,0,80
49824816,7121,7122,48.14,trunk,0,80
49824817,7122,7123,3867.12,trunk,0,80
49824820,7120,7124,816.81,trunk,0,80
49824821,7125,7126,6680.26,trunk,0,80
49824823,7126,7127,48.81,trunk,0,60
49824824,7127,7121,5311.81,trunk,0,80
49824826,7128,7129,41.19,trunk,0,80
49824828,7130,7128,21.6,trunk,0,80
49824830,7131,7125,33.69,trunk,0,60
49837002,7132,7133,163.52,trunk,0,40
49837200,7134,7135,42.63,trunk,0,80
49837201,7135,7136,165.56,trunk,0,80
49837202,7133,7137,41.14,trunk,0,80
49837203,7137,7138,327.53,trunk,0,80
49837825,7143,7139,777.0,residential,0,20
49838811,7158,7159,896.66,residential,0,20
49840320,7169,6230,295.34,trunk,0,80
49840571,7170,7134,284.44,trunk,0,80
49840572,7171,7170,26.75,trunk,0,80
49840573,7138,7172,22.66,trunk,0,80
50603435,7178,7179,593.86,trunk,0,80
50603519,7180,6309,63.28,trunk,0,80
50604056,7182,7185,559.03,secondary,0,50
50604247,7041,7194,617.73,secondary,0,50
50604250,7195,7196,244.0,trunk,0,50
50711283,7223,7224,5011.18,primary,0,80
50845177,7235,7236,17.43,primary,0,80
50845178,7236,7237,1316.28,primary,0,80
50845179,7238,7239,159.24,primary,0,80
50845180,7240,7241,17.42,primary,0,80
50845182,7242,7240,1365.15,primary,0,80
50845669,7243,7244,30.41,secondary,0,35
50848458,7263,7264,79.06,primary,0,20
51188311,7279,7280,263.18,tertiary,0,15
51188313,7281,7279,294.0,service,0,15
51708435,1886,7321,76.17,primary,0,20
51710676,7325,7326,1924.24,trunk,0,80
51710677,7327,7328,1541.54,trunk,0,80
51710678,7329,7330,61.08,trunk,0,80
51710679,7325,7331,62.92,trunk,0,80
51710714,7336,7331,1916.93,trunk,0,80
51710805,7339,7340,57.34,primary,0,80
51710806,7340,7341,56.5,primary,0,80
51710807,7342,7343,2880.59,trunk,0,80
51710809,7344,7345,2859.04,primary,0,80
51725104,7346,7347,1467.72,trunk,0,80
51768581,7378,7379,226.4,tertiary,0,60
53513010,7476,7477,217.39,trunk,0,80
53513011,7478,7479,3954.3,trunk,0,80
54750433,7516,7517,168.32,trunk_link,0,80
55055847,7617,7618,730.82,secondary,0,50
55203613,7657,7617,20.88,residential,0,40
55356337,7678,7679,965.8,primary,0,40
55358741,7687,7688,2177.29,trunk,0,80
55358742,7689,7690,64.02,trunk,0,80
55360974,7693,7694,33.09,trunk,0,80
55360975,7695,7696,421.51,trunk,0,80
55363799,7649,7703,415.45,trunk,0,80
55364356,7707,7708,7491.74,unclassified,0,50
55369901,7711,7712,228.18,trunk,0,80
55374179,7713,7714,383.67,trunk,0,80
55374180,7714,787,1413.84,trunk,0,60
55374194,7715,7713,88.87,trunk,0,80
55571806,7735,7736,288.57,tertiary,0,35
55571809,7740,7741,787.1,trunk,0,80
55571810,7742,7743,198.39,trunk,0,80
55571811,7740,7744,38.29,trunk,0,80
55571823,7759,7760,263.32,residential,0,20
55836043,7824,7825,483.49,secondary,0,50
55846637,7830,7831,185.49,tertiary,0,50
56282796,7931,7932,1075.75,trunk,0,50
56282987,7938,7939,818.05,secondary,0,50
56292681,7949,7950,66.63,secondary,0,40
56292704,7951,7952,170.66,secondary,0,40
56315188,7978,7979,1039.1,trunk,0,50
56318444,7986,7987,29.5,secondary,0,50
56318597,7999,8000,594.2,tertiary,0,50
56318608,8009,8010,261.01,tertiary,0,20
56318619,8011,8012,663.14,tertiary,0,50
56318641,8013,8001,605.07,tertiary,0,50
56318662,8020,8021,695.92,trunk,0,80
56336634,8030,8031,245.06,trunk,0,50
56336843,8034,8029,45.78,trunk,0,50
59687769,8103,8104,227.82,secondary,0,30
60104620,8135,8136,166.4,residential,0,20
60104803,8156,8157,333.19,secondary,0,50
60104848,8158,8159,153.43,secondary,0,40
60104873,7949,8160,143.66,secondary,0,40
61506922,8422,8423,171.03,residential,0,40
61510077,8484,8485,67.19,trunk,0,80
61514369,8492,8493,513.76,trunk,0,80
62801327,8806,8807,1798.81,tertiary,0,60
63093754,9172,9173,2567.68,primary,0,60
63093775,9202,8972,141.87,primary,0,60
63336710,9300,9301,87.28,tertiary,0,30
63336766,9330,9331,83.94,secondary,0,60
63399999,9420,9421,47.08,trunk,0,80
63400164,9519,7743,47.61,trunk,0,80
63545681,9671,9672,196.36,residential,0,30
63952816,9712,9713,3632.9,unclassified,0,40
63955293,9800,9801,375.39,secondary,0,60
64728400,10288,10289,159.53,tertiary,0,60
65596539,10486,10487,24.41,trunk,0,80
65984060,10619,10620,341.84,tertiary,0,30
67144541,10971,10972,242.85,residential,0,30
67144546,10972,10979,257.54,tertiary,0,30
67340281,11010,11014,46.5,residential,0,20
67421439,11189,11132,289.93,primary,0,40
67430056,11260,11261,750.62,primary,0,60
67431393,11269,11270,526.55,residential,0,50
67551866,2123,11554,322.75,primary,0,40
67967753,11564,11203,354.37,primary,0,40
67967778,11586,11564,16.87,primary,0,40
68900670,2245,11677,132.45,residential,0,20
68903434,11752,11753,317.64,residential,0,20
69228328,11967,11968,249.36,trunk,0,80
69228329,11969,11970,761.93,trunk,0,80
69289410,11977,11511,92.83,primary,0,40
69289413,11976,2123,65.8,primary,0,40
70023231,12000,12001,32.15,trunk,0,80
70877311,12149,12148,177.95,residential,0,20
71028780,12253,12254,1374.41,trunk,0,80
71598613,12305,12306,152.28,primary,0,35
71598636,12322,12323,179.64,primary,0,60
73447534,12417,12418,27.29,tertiary,0,30
73447547,12423,12424,151.92,residential,0,30
73452543,12439,12440,307.1,residential,0,20
73460494,12470,12471,71.7,residential,0,50
73460557,12478,12479,691.75,secondary,0,50
73551832,12578,12579,808.58,secondary,0,50
73551834,12582,12583,281.79,residential,0,30
73552445,12642,12643,435.73,residential,0,30
73560898,12659,12660,9617.39,unclassified,0,50
74037466,12686,12687,1138.11,unclassified,0,50
74040629,12702,12703,2993.96,unclassified,0,20
74179442,12812,595,25.99,trunk,0,60
74185633,12817,12818,126.38,primary,0,60
74185634,12819,12820,63.05,trunk,0,80
74185635,12820,12821,938.87,trunk,0,80
74192612,12834,12419,159.84,residential,0,30
74424560,12860,12861,1165.2,secondary,0,60
75534916,12897,12898,685.1,residential,0,20
76999976,12919,12920,5170.38,unclassified,0,50
77000005,12921,12919,5384.03,unclassified,0,50
77489165,12922,12923,431.58,tertiary,0,30
77489189,12924,12925,6613.05,tertiary,0,30
80477606,13040,13041,4839.39,primary,0,60
80478099,13063,13064,522.29,residential,0,40
83622362,13140,13141,299.31,residential,0,20
83623277,13159,13160,213.86,secondary,0,50
84286469,13246,13247,105.29,residential,0,30
84317503,13125,13268,219.82,residential,0,20
85175473,13337,13338,366.33,residential,0,30
85175488,13345,13346,572.62,residential,0,20
85934508,13619,13620,814.18,residential,0,40
86334856,13741,13742,300.18,secondary,0,20
86553107,13756,13757,374.13,secondary,0,60
86693306,13779,6396,134.13,trunk,0,80
86752415,13791,1855,819.76,trunk,0,40
86814599,13799,13800,266.01,secondary,0,50
86814605,13807,13808,349.19,secondary,0,50
86814629,13807,13834,41.37,secondary,0,50
86814632,13835,13836,52.4,trunk,0,80
86814638,13843,13844,1155.08,tertiary,0,50
86814640,13845,13846,861.87,trunk,0,50
86814651,13854,13855,29.93,trunk,0,50
86814679,13880,13881,146.69,primary,0,50
90931923,14433,14434,3379.76,trunk,0,80
92334210,14690,14691,409.97,residential,0,50
92334212,14694,14695,338.12,tertiary,0,50
92914915,14794,14795,3374.77,secondary,0,80
93271203,8422,14986,90.02,secondary,0,40
93382291,15028,15029,1699.85,trunk,0,80
93382361,15030,15031,3323.31,trunk,0,80
93382388,15032,15033,28.93,trunk,0,50
93523797,15062,15053,388.54,residential,0,40
93707561,15284,15285,1474.35,trunk,0,80
93707647,15352,15353,32.77,trunk,0,80
93712755,15413,15414,685.82,trunk,0,80
93793719,15458,15459,410.96,trunk,0,80
93793755,15468,15469,532.72,residential,0,15
93793910,15549,15550,251.76,residential,0,15
93838448,15580,4222,21.26,primary,0,40
94518029,15796,15797,311.81,trunk,0,60
94518031,15798,15799,287.64,trunk,0,60
94707530,15846,15847,85.89,tertiary,0,20
96056846,16191,16192,974.56,trunk,0,80
96056848,16145,16195,412.83,trunk,0,80
96056850,16192,16198,11.65,trunk,0,80
96056860,16094,16212,1483.45,trunk,0,80
96060051,16292,16293,452.49,secondary,0,40
96291243,16337,16365,105.76,trunk,0,80
96620819,17011,17012,4493.4,trunk,0,80
96630730,17080,17081,26.06,trunk,0,60
96630791,17112,17080,194.26,trunk,0,80
96630793,17113,17112,30.11,trunk,0,80
96703548,17269,1619,91.94,trunk,0,40
96703550,17271,546,52.63,trunk,0,40
96703552,17272,17269,27.15,trunk,0,40
96704217,17275,17276,2300.88,trunk,0,80
96765866,17313,17314,94.88,trunk,0,40
96787425,17342,17343,50.29,primary,0,80
96787430,17348,17349,788.41,primary,0,80
96790542,17361,17362,4105.31,trunk,0,80
96790620,17365,17366,985.4,secondary,0,80
96790625,17368,17369,126.26,secondary,0,80
96794185,17386,17387,1255.11,unclassified,0,50
96794475,17369,17448,101.75,secondary,0,80
96795830,17470,17471,417.85,secondary,0,80
96795831,17472,17470,212.14,secondary,0,80
96795918,17473,17474,429.81,secondary,0,80
96795920,17475,17473,32.79,secondary,0,80
96801611,17489,17490,37.31,trunk,0,80
96801616,17492,17493,428.04,tertiary,0,60
96801636,17500,17495,331.69,trunk,0,80
96801637,17493,17501,36.01,tertiary,0,60
96801638,17502,17500,29.34,trunk,0,60
96801646,17501,17504,3753.19,tertiary,0,60
96806749,17507,17508,30.76,trunk,0,80
96806751,17508,17509,5582.39,trunk,0,80
96807566,17514,17515,2322.85,trunk,0,80
96807571,17516,17517,105.01,trunk,0,80
96807575,17517,17520,169.47,trunk,0,80
96808711,17521,17522,6502.45,trunk,0,80
96808720,17515,17523,112.45,trunk,0,80
96810469,17528,17529,50.8,trunk,0,60
96810473,17532,17533,3871.01,trunk,0,80
96913877,17624,17625,66.71,secondary,0,80
96916813,17630,17631,7581.18,primary,0,60
96916828,17632,17630,46.16,primary,0,60
96941328,17648,17649,9042.66,secondary,0,80
96941340,17670,17671,71.2,secondary,0,80
96942321,17672,17673,1582.7,secondary,0,80
97057766,17699,17700,4585.81,secondary,0,50
97058223,17701,17702,1258.28,secondary,0,50
97070844,17717,17718,564.83,secondary,0,50
97085215,17744,17745,4930.65,secondary,0,60
97085230,17754,17755,1874.88,secondary,0,60
97085251,17784,17785,39.17,secondary,0,60
97085950,17790,17791,1438.18,secondary,0,60
97085951,17745,17792,78.46,secondary,0,60
97085952,17793,17790,36.38,secondary,0,60
97085953,17792,17784,873.26,secondary,0,60
97087352,17794,17795,91.45,trunk,0,80
97087353,17796,17797,7946.64,trunk,0,80
97087357,17798,17799,271.41,trunk,0,80
97121286,17810,17811,164.56,secondary,0,40
97290636,17922,17923,9.18,secondary,0,80
97464220,17974,17975,863.62,secondary,0,70
97464964,5830,17996,2616.62,secondary,0,80
97464966,17997,17998,97.75,secondary,0,80
97558262,18034,18035,3896.97,unclassified,0,50
97558284,18036,18037,3816.51,secondary,0,40
97595409,18046,18047,392.11,secondary,0,80
97675307,18052,18053,5342.0,secondary,0,60
97840434,18138,18139,422.32,residential,0,40
97840449,18150,18151,157.21,residential,0,40
99690128,14434,18170,23.58,trunk,0,60
99690136,18170,18171,2082.4,trunk,0,80
99690646,18174,18175,1509.38,unclassified,0,50
100770202,18213,18214,3579.25,secondary,0,80
100770203,17648,18213,28.49,secondary,0,80
100776855,18217,18218,9480.89,secondary,0,60
100781168,17810,18219,1516.92,secondary,0,50
100781177,18219,18220,108.66,secondary,0,40
100818065,18223,18224,1501.22,secondary,0,70
100824741,18234,18235,230.02,trunk_link,0,80
100824759,18238,18239,533.95,trunk,0,80
102388626,18348,18349,570.77,trunk,0,40
102403344,18368,18369,5485.82,unclassified,0,50
102403346,18370,18371,1571.11,unclassified,0,50
102537728,18403,18404,68.58,trunk,0,60
102537731,18409,18410,6328.82,trunk,0,80
102537732,18411,18412,3264.03,secondary,0,80
102537733,18413,18414,94.51,trunk,0,60
102537743,18422,18423,455.08,unclassified,0,50
102555321,18440,18441,1660.82,unclassified,0,50
102555326,18442,18443,4252.65,unclassified,0,50
102555339,18445,18448,3886.41,trunk,0,80
102562447,18451,18452,6438.12,unclassified,0,50
102562458,18453,18454,80.69,trunk,0,80
102671801,18482,18483,2794.73,unclassified,0,50
103130406,18580,18581,3887.48,trunk,0,80
103130420,1920,18580,79.32,trunk,0,80
103162347,18601,18602,120.51,trunk,0,80
103162371,18605,18606,2055.05,trunk,0,80
103176812,1829,18616,179.21,trunk,0,60
103176816,18616,18618,1562.71,trunk,0,80
103772081,18630,18631,29.65,trunk,0,80
103772092,18634,18635,37.03,trunk,0,80
103772103,18639,18630,34.65,trunk,0,80
103772175,18635,18660,40.32,trunk,0,80
104648354,18661,18662,47.02,trunk,0,60
104648355,18662,18663,345.56,trunk,0,80
104648356,18664,18665,78.07,trunk,0,60
104759196,18698,18699,167.26,residential,0,20
104950395,18735,18736,136.18,residential,0,30
104961872,1501,18806,883.58,tertiary,0,40
105008835,18915,18916,211.09,residential,0,10
105012785,2188,18959,99.29,residential,0,30
105362920,19015,19016,93.35,residential,0,20
105539141,19106,19107,438.38,primary,0,80
105969442,19179,19180,39.46,residential,0,20
105969450,19185,618,681.71,secondary,0,30
106404258,19190,19191,1030.26,secondary,0,60
108518653,19276,19277,198.85,residential,0,20
108518705,19359,19281,96.85,residential,0,20
108529694,15797,19433,23.99,trunk,0,60
108529695,19433,19434,527.95,trunk,0,60
108529696,5965,15798,26.26,trunk,0,60
112699738,19805,19806,3442.35,tertiary,0,60
114037088,19998,19999,249.87,residential,0,30
118001471,20364,20365,3471.55,unclassified,0,50
118004302,20371,20372,4592.64,unclassified,0,50
118004833,20391,20396,2916.05,unclassified,0,50
118004834,20396,20397,2532.37,unclassified,0,50
118006317,20420,20421,5148.97,secondary,0,60
118012407,20433,20434,1942.98,unclassified,0,50
118012676,20442,20443,2322.24,unclassified,0,50
118131715,20603,20604,1929.87,unclassified,0,50
118366381,20615,20616,7646.16,unclassified,0,50
118369083,20619,20620,4529.42,unclassified,0,40
118370517,20621,20622,2326.82,unclassified,0,50
118371588,20628,20622,1071.87,unclassified,0,50
118372958,20631,20632,2645.58,unclassified,0,50
118373223,20633,20634,1453.91,unclassified,0,50
118408456,20684,20366,3658.53,unclassified,0,40
118414634,20698,20699,2267.49,unclassified,0,40
118414928,20701,20702,1067.21,unclassified,0,50
118422082,20766,20764,103.85,tertiary,0,10
118447462,20998,21007,54.92,residential,0,40
118490413,21027,21028,57.45,residential,0,80
118506531,21143,21144,2484.44,unclassified,0,50
118547632,21149,21150,1810.74,unclassified,0,50
118547924,21148,21153,51.17,unclassified,0,30
118548941,21176,21177,8280.73,unclassified,0,50
118548942,21178,21179,354.39,unclassified,0,50
118548943,21180,21181,2159.98,unclassified,0,50
118548944,21182,21178,715.22,unclassified,0,50
118550242,21212,21213,107.65,residential,0,30
